runway_id,ident,runway_length,runway_surface
1609,KTZR,5500.0,asphalt
1610,KU25,6100.0,asphalt
1611,KU34,5600.0,asphalt
1612,KU52,5100.0,asphalt
1613,KU55,5693.0,asphalt
1614,KU68,5199.0,asphalt
1615,KU69,5800.0,asphalt
1616,KU76,5000.0,asphalt
1617,KU96,5700.0,asphalt
1618,KUAO,5004.0,asphalt
1619,KUCY,5000.0,asphalt
1620,KUDG,5500.0,asphalt
1621,KUGN,6000.0,asphalt
1622,KUIN,5125.0,asphalt
1623,KUKF,6200.0,asphalt
1624,KUNI,5600.0,asphalt
1625,KUNO,5102.0,asphalt
1626,KUNU,5060.0,asphalt
1627,KUNV,6701.0,asphalt
1628,KUOX,5600.0,asphalt
1629,KUTA,7000.0,asphalt
1630,KUTS,5006.0,asphalt
1631,KUVA,5255.0,asphalt
1632,KUXL,5001.0,asphalt
1633,KUZA,5500.0,asphalt
1634,KVDF,5000.0,asphalt
1635,KVEL,7000.0,asphalt
1636,KVGC,5000.0,asphalt
1637,KVGT,5000.0,asphalt
1638,KVGT,5004.0,asphalt
1639,KVHN,5353.0,asphalt
1640,KVHN,6000.0,asphalt
1641,KVIH,5500.0,asphalt
1642,KVIH,5500.0,asphalt
1643,KVIS,6559.0,asphalt
1644,KVKS,5000.0,asphalt
1645,KVLD,5598.0,asphalt
1646,KVLD,8002.0,asphalt
1647,KVNC,5000.0,asphalt
1648,KVNC,5000.0,asphalt
1649,KVNY,8001.0,asphalt
1650,KVPC,5760.0,asphalt
1651,KVPS,10012.0,asphalt
1652,KVPS,12005.0,asphalt
1653,KVPZ,7000.0,asphalt
1654,KVRB,7314.0,asphalt
1655,KVSF,5498.0,asphalt
1656,KVUJ,5500.0,asphalt
1657,KVYS,6000.0,asphalt
1658,KW38,5500.0,asphalt
1659,KW43,5500.0,asphalt
1660,KW94,5000.0,asphalt
1661,KW99,5000.0,asphalt
1662,KWDG,6389.0,asphalt
1663,KWDR,5500.0,asphalt
1664,KWJF,7201.0,asphalt
1665,KWLD,5505.0,asphalt
1666,KWMC,7000.0,asphalt
1667,KWRL,7005.0,asphalt
1668,KWVL,5500.0,asphalt
1669,KWYS,8399.0,asphalt
1670,KX14,5254.0,asphalt
1671,KX60,6390.0,asphalt
1672,KXFL,5000.0,asphalt
1673,KXFL,5000.0,asphalt
1674,KXFL,5000.0,asphalt
1675,KXNA,8800.0,grooved concrete
1676,KXNI,6000.0,asphalt
1677,KY31,5000.0,asphalt
1678,KYIP,6511.0,asphalt
1679,KYIP,6655.0,asphalt
1680,KYIP,6914.0,asphalt
1681,KYIP,7294.0,asphalt
1682,KYIP,7526.0,asphalt
1683,KYKM,7603.0,asphalt
1684,KYNG,5002.0,asphalt
1685,KYNG,9003.0,asphalt
1686,KZPH,5001.0,asphalt
1687,KZPH,5072.0,asphalt
1688,M97,5500.0,asphalt
1689,N17,5150.0,asphalt
1690,PAAQ,6008.0,asphalt
1691,PABE,6400.0,asphalt
1692,PABI,6115.0,asphalt
1693,PABI,9000.0,asphalt
1694,PABR,7100.0,asphalt
1695,PACD,10415.0,asphalt
1696,PACV,7500.0,asphalt
1697,PADK,7605.0,asphalt
1698,PADK,7790.0,asphalt
1699,PADL,6400.0,asphalt
1700,PADQ,5013.0,asphalt
1701,PADQ,5399.0,asphalt
1702,PADQ,7542.0,asphalt
1703,PAEN,7576.0,asphalt
1704,PAFA,6501.0,asphalt
1705,PAFA,11800.0,asphalt
1706,PAFB,8575.0,asphalt
1707,PAGK,5001.0,asphalt
1708,PAGS,6720.0,asphalt
1709,PAHO,6701.0,asphalt
1710,PAIL,5087.0,asphalt
1711,PAJN,8457.0,asphalt
1712,PAKN,8901.0,asphalt
1713,PAKT,7500.0,asphalt
1714,PAKW,5000.0,asphalt
1715,PAMC,5936.0,asphalt
1716,PANC,10600.0,asphalt
1717,PANC,10865.0,asphalt
1718,PANC,12400.0,asphalt
1719,PANI,6200.0,asphalt
1720,PAOM,5576.0,asphalt
1721,PAOM,6001.0,asphalt
1722,PAOT,5900.0,asphalt
1723,PAPG,6000.0,asphalt
1724,PASC,6500.0,asphalt
1725,PASH,5000.0,asphalt
1726,PASI,7200.0,asphalt
1727,PASN,6500.0,asphalt
1728,PASX,5000.0,asphalt
1729,PAUN,5900.0,asphalt
1730,PAVD,6508.0,asphalt
1731,PAWG,5999.0,asphalt
1732,PAYA,6475.0,grooved concrete
1733,PAYA,7745.0,asphalt
1734,PHDH,9007.0,asphalt
1735,PHHI,5604.0,asphalt
1736,PHJR,6000.0,asphalt
1737,PHJR,8000.0,asphalt
1738,PHKO,11000.0,asphalt
1739,PHLI,6500.0,asphalt
1740,PHLI,6500.0,asphalt
1741,PHMU,5197.0,asphalt
1742,PHNL,6952.0,asphalt
1743,PHNL,9000.0,asphalt
1744,PHNL,12000.0,asphalt
1745,PHNL,12300.0,asphalt
1746,PHNY,5001.0,asphalt
1747,PHOG,6995.0,asphalt
1748,PHTO,5600.0,asphalt
1749,PHTO,9800.0,asphalt
